row_index,new_name,FuelType,current_pm,eia_pm,changed
780,Spicer Meadow Project_GEN1,Conventional Hydroelectric,HA,HY,true
781,Spicer Meadow Project_GEN2,Conventional Hydroelectric,HA,HY,true
782,Spicer Meadow Project_GEN3,Conventional Hydroelectric,HA,HY,true
783,MM Yolo Power_1,Landfill Gas,OT,IC,true
784,MM Yolo Power_2,Landfill Gas,OT,IC,true
785,MM Yolo Power_3,Landfill Gas,OT,IC,true
786,MM Yolo Power_4,Landfill Gas,OT,IC,true
787,MM Yolo Power_5,Landfill Gas,OT,IC,true
788,TPC Windfarms LLC_EXIS,Onshore Wind Turbine,WT,WT,false
789,Swanmill Windfarm I_EXI2,Onshore Wind Turbine,WT,WT,false
790,Swanmill Windfarm I_EXIS,Onshore Wind Turbine,WT,WT,false
791,Kekawaka Power House_KEK1,Conventional Hydroelectric,HA,HY,true
792,Difwind Farms Ltd I_EXIS,Onshore Wind Turbine,WT,WT,false
793,Difwind Farms Ltd II_EXIS,Onshore Wind Turbine,WT,WT,false
794,Difwind Farms Ltd V_EXIS,Onshore Wind Turbine,WT,WT,false
795,Difwind Farms Ltd VI_EXIS,Onshore Wind Turbine,WT,WT,false
796,Heber Geothermal_1,Geothermal,ST,ST,false
797,Heber Geothermal_2,Geothermal,ST,BT,true
798,Heber Geothermal_3,Geothermal,ST,BT,true
799,Heber Geothermal_4,Geothermal,ST,BT,true
800,Goal Line LP_CTG,Natural Gas Fired Combined Cycle,CT,CT,false
801,Goal Line LP_STG,Natural Gas Fired Combined Cycle,CT,CA,true
802,Coram Tehachapi_VW1,Onshore Wind Turbine,WT,WT,false
803,Tehachapi Wind Resource II_EXI2,Onshore Wind Turbine,WT,WT,false
804,Tehachapi Wind Resource II_EXIS,Onshore Wind Turbine,WT,WT,false
805,Martinez Refining_GTG1,Natural Gas Fired Combined Cycle,CT,CT,false
806,Martinez Refining_GTG2,Natural Gas Fired Combined Cycle,CT,CT,false
807,Martinez Refining_STG1,Other Gases,OT,CA,true
808,Ridgetop_WGN1,Onshore Wind Turbine,WT,WT,false
809,Richard J Donovan Correctional Facility_3,Natural Gas Fired Combustion Turbine,GT,GT,false
810,Monterey One Water_EG1,Other Waste Biomass,ST,IC,true
811,Monterey One Water_EG2,Other Waste Biomass,ST,IC,true
812,Monterey One Water_EG3,Other Waste Biomass,ST,IC,true
813,Salton Sea Power Gen Co - Unit 4_4100,Geothermal,ST,ST,false
814,Crockett Cogen Project_GE1,Natural Gas Fired Combined Cycle,CT,CS,true
815,MM San Diego-Miramar_UNT1,Landfill Gas,OT,IC,true
816,MM San Diego-Miramar_UNT2,Landfill Gas,OT,IC,true
817,MM San Diego-Miramar_UNT3,Landfill Gas,OT,IC,true
818,MM San Diego-Miramar_UNT4,Landfill Gas,OT,IC,true
819,Sutter Energy Center_CT01,Natural Gas Fired Combined Cycle,CT,CT,false
820,Sutter Energy Center_CT02,Natural Gas Fired Combined Cycle,CT,CT,false
821,Sutter Energy Center_ST01,Natural Gas Fired Combined Cycle,CT,CA,true
822,La Paloma Generating Plant_GEN1,Natural Gas Fired Combined Cycle,CT,CS,true
823,La Paloma Generating Plant_GEN2,Natural Gas Fired Combined Cycle,CT,CS,true
824,La Paloma Generating Plant_GEN3,Natural Gas Fired Combined Cycle,CT,CS,true
825,La Paloma Generating Plant_GEN4,Natural Gas Fired Combined Cycle,CT,CS,true
826,MM Lopez Energy_UNT1,Landfill Gas,OT,IC,true
827,Sunrise Power LLC_STG,Natural Gas Fired Combined Cycle,CT,CA,true
828,Sunrise Power LLC_X718,Natural Gas Fired Combined Cycle,CT,CT,false
829,Sunrise Power LLC_X719,Natural Gas Fired Combined Cycle,CT,CT,false
830,Aera San Ardo Cogen Facility_UN-A,Natural Gas Fired Combustion Turbine,GT,GT,false
831,Aera San Ardo Cogen Facility_UN-B,Natural Gas Fired Combustion Turbine,GT,GT,false
832,Los Medanos Energy Center_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
833,Los Medanos Energy Center_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
834,Los Medanos Energy Center_STG3,Natural Gas Fired Combined Cycle,CT,CA,true
835,Blythe Energy Inc_CT1,Natural Gas Fired Combined Cycle,CT,CT,false
836,Blythe Energy Inc_CT2,Natural Gas Fired Combined Cycle,CT,CT,false
837,Blythe Energy Inc_ST1,Natural Gas Fired Combined Cycle,CT,CA,true
838,Otay Mesa Generating Project_1-Jan,Natural Gas Fired Combined Cycle,CT,CT,false
839,Otay Mesa Generating Project_2-Jan,Natural Gas Fired Combined Cycle,CT,CT,false
840,Otay Mesa Generating Project_3-Jan,Natural Gas Fired Combined Cycle,CT,CA,true
841,Metcalf Energy Center_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
842,Metcalf Energy Center_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
843,Metcalf Energy Center_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
844,Green Power I_WGNS,Onshore Wind Turbine,WT,WT,false
845,Elk Hills Power LLC_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
846,Elk Hills Power LLC_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
847,Elk Hills Power LLC_STG,Natural Gas Fired Combined Cycle,CT,CA,true
848,CalPeak Power Vaca Dixon Peaker Plant_CPP1,Natural Gas Fired Combustion Turbine,GT,GT,false
849,CalPeak Power Panoche Peaker Plant_CPP2,Natural Gas Fired Combustion Turbine,GT,GT,false
850,CalPeak Power Border Peaker Plant_CPP4,Natural Gas Fired Combustion Turbine,GT,GT,false
851,CalPeak Power Enterprise Peaker Plant_CPP7,Natural Gas Fired Combustion Turbine,GT,GT,false
852,High Desert Power Plant_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
853,High Desert Power Plant_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
854,High Desert Power Plant_CTG3,Natural Gas Fired Combined Cycle,CT,CT,false
855,High Desert Power Plant_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
856,Escondido Energy Center_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
857,Chula Vista Energy Center_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
858,Indigo Energy Facility_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
859,Indigo Energy Facility_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
860,Indigo Energy Facility_CTG3,Natural Gas Fired Combustion Turbine,GT,GT,false
861,Larkspur Energy Facility_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
862,Larkspur Energy Facility_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
863,Wilmington Hydrogen Plant_T101,All Other,OT,ST,true
864,North City - Landfill Gas Engines South_UNT1,Landfill Gas,OT,IC,true
865,North City - Landfill Gas Engines South_UNT2,Landfill Gas,OT,IC,true
866,North City - Landfill Gas Engines South_UNT3,Landfill Gas,OT,IC,true
867,North City - Landfill Gas Engines South_UNT4,Landfill Gas,OT,IC,true
868,Tajiguas Plant_UNT1,Landfill Gas,OT,IC,true
869,Creed Energy Center_CT1,Natural Gas Fired Combustion Turbine,GT,GT,false
870,Lambie Energy Center_CT1,Natural Gas Fired Combustion Turbine,GT,GT,false
871,Goose Haven Energy Center_CT1,Natural Gas Fired Combustion Turbine,GT,GT,false
872,Pastoria Energy Facility LLC_CT01,Natural Gas Fired Combined Cycle,CT,CT,false
873,Pastoria Energy Facility LLC_CT02,Natural Gas Fired Combined Cycle,CT,CT,false
874,Pastoria Energy Facility LLC_CT04,Natural Gas Fired Combined Cycle,CT,CT,false
875,Pastoria Energy Facility LLC_ST03,Natural Gas Fired Combined Cycle,CT,CA,true
876,Pastoria Energy Facility LLC_ST05,Natural Gas Fired Combined Cycle,CT,CA,true
877,Hanford Energy Park Peaker_HEP1,Natural Gas Fired Combustion Turbine,GT,GT,false
878,Hanford Energy Park Peaker_HEP2,Natural Gas Fired Combustion Turbine,GT,GT,false
879,Mountain View I&2_GEN2,Onshore Wind Turbine,WT,WT,false
880,Mountain View I&2_GENI,Onshore Wind Turbine,WT,WT,false
881,Los Esteros Critical Energy Center_CAG5,Natural Gas Fired Combined Cycle,CT,CA,true
882,Los Esteros Critical Energy Center_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
883,Los Esteros Critical Energy Center_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
884,Los Esteros Critical Energy Center_CTG3,Natural Gas Fired Combined Cycle,CT,CT,false
885,Los Esteros Critical Energy Center_CTG4,Natural Gas Fired Combined Cycle,CT,CT,false
886,Henrietta Peaker_HPP1,Natural Gas Fired Combustion Turbine,GT,GT,false
887,Henrietta Peaker_HPP2,Natural Gas Fired Combustion Turbine,GT,GT,false
888,Gilroy Peaking Energy Center_S3,Natural Gas Fired Combustion Turbine,GT,GT,false
889,Gilroy Peaking Energy Center_S4,Natural Gas Fired Combustion Turbine,GT,GT,false
890,Gilroy Peaking Energy Center_S5,Natural Gas Fired Combustion Turbine,GT,GT,false
891,Valero Refinery Cogeneration Unit 1_GT 1,Natural Gas Fired Combustion Turbine,GT,GT,false
892,Wolfskill Energy Center_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
893,Panoche Peaker_8,Natural Gas Fired Combustion Turbine,GT,GT,false
894,Tracy Combined Cycle Power Plant_TCC1,Natural Gas Fired Combined Cycle,CT,CA,true
895,Tracy Combined Cycle Power Plant_TPP1,Natural Gas Fired Combined Cycle,CT,CT,false
896,Tracy Combined Cycle Power Plant_TPP2,Natural Gas Fired Combined Cycle,CT,CT,false
897,Century Generating Facility_C1,Natural Gas Fired Combustion Turbine,GT,GT,false
898,Century Generating Facility_C2,Natural Gas Fired Combustion Turbine,GT,GT,false
899,Century Generating Facility_C3,Natural Gas Fired Combustion Turbine,GT,GT,false
900,Century Generating Facility_C4,Natural Gas Fired Combustion Turbine,GT,GT,false
901,Drews Generating Facility_D1,Natural Gas Fired Combustion Turbine,GT,GT,false
902,Drews Generating Facility_D2,Natural Gas Fired Combustion Turbine,GT,GT,false
903,Drews Generating Facility_D3,Natural Gas Fired Combustion Turbine,GT,GT,false
904,Drews Generating Facility_D4,Natural Gas Fired Combustion Turbine,GT,GT,false
905,Agua Mansa Power Plant_AMP1,Natural Gas Fired Combustion Turbine,GT,GT,false
906,Riverview Energy Center_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
907,Salton Sea Power LLC - Unit 5_TG51,Geothermal,ST,ST,false
908,CE Turbo LLC_TG21,Geothermal,ST,ST,false
909,Palomar Energy_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
910,Palomar Energy_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
911,Palomar Energy_STG,Natural Gas Fired Combined Cycle,CT,CA,true
912,Cabazon Wind Partners_V-47,Onshore Wind Turbine,WT,WT,false
913,Whitewater Hill Wind Partners_1,Onshore Wind Turbine,WT,WT,false
914,Donald Von Raesfeld Power Plant_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
915,Donald Von Raesfeld Power Plant_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
916,Donald Von Raesfeld Power Plant_STG,Natural Gas Fired Combined Cycle,CT,CA,true
917,H. Gonzales_G1,Natural Gas Fired Combustion Turbine,GT,GT,false
918,H. Gonzales_G2,Natural Gas Fired Combustion Turbine,GT,GT,false
919,Malburg_M1,Natural Gas Fired Combined Cycle,CT,CT,false
920,Malburg_M2,Natural Gas Fired Combined Cycle,CT,CT,false
921,Malburg_M3,Natural Gas Fired Combined Cycle,CT,CA,true
922,Magnolia Power Project_1,Natural Gas Fired Combined Cycle,CT,CT,false
923,Magnolia Power Project_2,Natural Gas Fired Combined Cycle,CT,CA,true
924,THUMS_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
925,High Winds LLC_1,Onshore Wind Turbine,WT,WT,false
926,High Winds LLC_2,Onshore Wind Turbine,WT,WT,false
927,Walnut Energy Center_1,Natural Gas Fired Combined Cycle,CT,CT,false
928,Walnut Energy Center_2,Natural Gas Fired Combined Cycle,CT,CT,false
929,Walnut Energy Center_3,Natural Gas Fired Combined Cycle,CT,CA,true
930,SJ/SC WPCP_EG1,Natural Gas Internal Combustion Engine,IC,IC,false
931,SJ/SC WPCP_EG2,Natural Gas Internal Combustion Engine,IC,IC,false
932,SJ/SC WPCP_EG3,Natural Gas Internal Combustion Engine,IC,IC,false
933,Blacksand Generating Facility_D182,Other Gases,OT,GT,true
934,Blacksand Generating Facility_D189,Other Gases,OT,GT,true
935,Blacksand Generating Facility_D190,Other Gases,OT,GT,true
936,Mountain View III_V47,Onshore Wind Turbine,WT,WT,false
937,Springville Hydroelectric_4152,Conventional Hydroelectric,HA,HY,true
938,Regional Wastewater Control Facility_101,Other Waste Biomass,ST,IC,true
939,Regional Wastewater Control Facility_301,Other Waste Biomass,ST,IC,true
940,Regional Wastewater Control Facility_401,Other Waste Biomass,ST,IC,true
941,Riverside Energy Resource Center_1,Natural Gas Fired Combustion Turbine,GT,GT,false
942,Riverside Energy Resource Center_2,Natural Gas Fired Combustion Turbine,GT,GT,false
943,Riverside Energy Resource Center_3,Natural Gas Fired Combustion Turbine,GT,GT,false
944,Riverside Energy Resource Center_4,Natural Gas Fired Combustion Turbine,GT,GT,false
945,Springs Generating Station_1,Natural Gas Fired Combustion Turbine,GT,GT,false
946,Springs Generating Station_2,Natural Gas Fired Combustion Turbine,GT,GT,false
947,Springs Generating Station_3,Natural Gas Fired Combustion Turbine,GT,GT,false
948,Springs Generating Station_4,Natural Gas Fired Combustion Turbine,GT,GT,false
949,Red Bluff_IC1,Natural Gas Internal Combustion Engine,IC,IC,false
950,Red Bluff_IC10,Natural Gas Internal Combustion Engine,IC,IC,false
951,Red Bluff_IC11,Natural Gas Internal Combustion Engine,IC,IC,false
952,Red Bluff_IC12,Natural Gas Internal Combustion Engine,IC,IC,false
953,Red Bluff_IC13,Natural Gas Internal Combustion Engine,IC,IC,false
954,Red Bluff_IC14,Natural Gas Internal Combustion Engine,IC,IC,false
955,Red Bluff_IC15,Natural Gas Internal Combustion Engine,IC,IC,false
956,Red Bluff_IC16,Natural Gas Internal Combustion Engine,IC,IC,false
957,Red Bluff_IC2,Natural Gas Internal Combustion Engine,IC,IC,false
958,Red Bluff_IC3,Natural Gas Internal Combustion Engine,IC,IC,false
959,Red Bluff_IC4,Natural Gas Internal Combustion Engine,IC,IC,false
960,Red Bluff_IC5,Natural Gas Internal Combustion Engine,IC,IC,false
961,Red Bluff_IC6,Natural Gas Internal Combustion Engine,IC,IC,false
962,Red Bluff_IC7,Natural Gas Internal Combustion Engine,IC,IC,false
963,Red Bluff_IC8,Natural Gas Internal Combustion Engine,IC,IC,false
964,Red Bluff_IC9,Natural Gas Internal Combustion Engine,IC,IC,false
965,Miramar Energy Facility_1,Natural Gas Fired Combustion Turbine,GT,GT,false
966,Miramar Energy Facility_2,Natural Gas Fired Combustion Turbine,GT,GT,false
967,Malaga Power LLC_GT-1,Natural Gas Fired Combustion Turbine,GT,GT,false
968,Malaga Power LLC_GT-2,Natural Gas Fired Combustion Turbine,GT,GT,false
969,Diablo Winds LLC_VEST,Onshore Wind Turbine,WT,WT,false
970,Helzel & Schwarzhoff 86_WGNS,Onshore Wind Turbine,WT,WT,false
971,ZCO_WGNS,Onshore Wind Turbine,WT,WT,false
972,Santa Maria EPG_EPG,Other Gases,OT,ST,true
973,Kumeyaay Wind_1,Onshore Wind Turbine,WT,WT,false
974,Oasis Wind_1,Onshore Wind Turbine,WT,WT,false
975,Bear Valley Power Plant_ICE1,Natural Gas Internal Combustion Engine,IC,IC,false
976,Bear Valley Power Plant_ICE2,Natural Gas Internal Combustion Engine,IC,IC,false
977,Bear Valley Power Plant_ICE3,Natural Gas Internal Combustion Engine,IC,IC,false
978,Bear Valley Power Plant_ICE4,Natural Gas Internal Combustion Engine,IC,IC,false
979,Bear Valley Power Plant_ICE5,Natural Gas Internal Combustion Engine,IC,IC,false
980,Bear Valley Power Plant_ICE6,Natural Gas Internal Combustion Engine,IC,IC,false
981,Bear Valley Power Plant_ICE7,Natural Gas Internal Combustion Engine,IC,IC,false
982,Clearwater Power Plant_CT1,Natural Gas Fired Combined Cycle,CT,CT,false
983,Clearwater Power Plant_ST1,Natural Gas Fired Combined Cycle,CT,CA,true
984,Shiloh I Wind Project_1,Onshore Wind Turbine,WT,WT,false
985,Ameresco Santa Cruz Energy_Unit1,Landfill Gas,OT,IC,true
986,Ameresco Santa Cruz Energy_Unit2,Landfill Gas,OT,IC,true
987,Ameresco Santa Cruz Energy_Unit3,Landfill Gas,OT,IC,true
988,Buena Vista Energy LLC_1,Onshore Wind Turbine,WT,WT,false
989,Russell City Energy Center_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
990,Russell City Energy Center_CTG2,Natural Gas Fired Combined Cycle,CT,CT,false
991,Russell City Energy Center_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
992,Roseburg Forest Products Biomass_1,Wood/Wood Waste Biomass,ST,ST,false
993,McGrath Peaker_1,Natural Gas Fired Combustion Turbine,GT,GT,false
994,Grapeland Hybrid_1,Natural Gas Fired Combustion Turbine,GT,GT,false
995,Grapeland Hybrid_BA1,Batteries,BA,BA,false
996,Mira Loma Peaker_1,Natural Gas Fired Combustion Turbine,GT,GT,false
997,Barre Peaker_1,Natural Gas Fired Combustion Turbine,GT,GT,false
998,Center Hybrid_1,Natural Gas Fired Combustion Turbine,GT,GT,false
999,Center Hybrid_BA1,Batteries,BA,BA,false
1000,Gateway Generating Station_A,Natural Gas Fired Combined Cycle,CT,CT,false
1001,Gateway Generating Station_B,Natural Gas Fired Combined Cycle,CT,CT,false
1002,Gateway Generating Station_C,Natural Gas Fired Combined Cycle,CT,CA,true
1003,Colusa Generating Station_A,Natural Gas Fired Combined Cycle,CT,CT,false
1004,Colusa Generating Station_B,Natural Gas Fired Combined Cycle,CT,CT,false
1005,Colusa Generating Station_C,Natural Gas Fired Combined Cycle,CT,CA,true
1006,Niland Gas Turbine Plant_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1007,Niland Gas Turbine Plant_2,Natural Gas Fired Combustion Turbine,GT,GT,false
1008,Terra-Gen VG Wind LLC_WGNS,Onshore Wind Turbine,WT,WT,false
1009,Rancho Penasquitos_G100,Conventional Hydroelectric,HA,HY,true
1010,Midway Peaking LLC_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1011,Midway Peaking LLC_2,Natural Gas Fired Combustion Turbine,GT,GT,false
1012,Hatchet Ridge Wind Project_1,Onshore Wind Turbine,WT,WT,false
1013,El Nido Facility_AMPC,Wood/Wood Waste Biomass,ST,ST,false
1014,CalRenew-1_CR1,Solar Photovoltaic,PVe,PVe,false
1015,Dillon Wind LLC_1,Onshore Wind Turbine,WT,WT,false
1016,Panoche Energy Center_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1017,Panoche Energy Center_2,Natural Gas Fired Combustion Turbine,GT,GT,false
1018,Panoche Energy Center_3,Natural Gas Fired Combustion Turbine,GT,GT,false
1019,Panoche Energy Center_4,Natural Gas Fired Combustion Turbine,GT,GT,false
1020,ELACC Photovoltaic Power Facility_PV1,Solar Photovoltaic,PVe,PVe,false
1021,ELACC Photovoltaic Power Facility_PV2,Solar Photovoltaic,PVe,PVe,false
1022,North Brawley Geothermal Plant_GE1,Geothermal,ST,BT,true
1023,North Brawley Geothermal Plant_GE2,Geothermal,ST,BT,true
1024,North Brawley Geothermal Plant_GE3,Geothermal,ST,BT,true
1025,North Brawley Geothermal Plant_GE4,Geothermal,ST,BT,true
1026,North Brawley Geothermal Plant_GE5,Geothermal,ST,BT,true
1027,Bolthouse S&P and Rowen Farms Solar_1,Solar Photovoltaic,PVe,PVe,false
1028,Bolthouse S&P and Rowen Farms Solar_2,Solar Photovoltaic,PVe,PVe,false
1029,Bolthouse S&P and Rowen Farms Solar_3,Solar Photovoltaic,PVe,PVe,false
1030,Bolthouse S&P and Rowen Farms Solar_4,Solar Photovoltaic,PVe,PVe,false
1031,Sacramento Soleil LLC_TBD,Solar Photovoltaic,PVe,PVe,false
1032,Ameresco Ox Mountain_1,Landfill Gas,OT,IC,true
1033,Ameresco Ox Mountain_2,Landfill Gas,OT,IC,true
1034,Ameresco Ox Mountain_3,Landfill Gas,OT,IC,true
1035,Ameresco Ox Mountain_4,Landfill Gas,OT,IC,true
1036,Ameresco Ox Mountain_5,Landfill Gas,OT,IC,true
1037,Ameresco Ox Mountain_6,Landfill Gas,OT,IC,true
1038,Ameresco Keller Canyon_1,Landfill Gas,OT,IC,true
1039,Ameresco Keller Canyon_2,Landfill Gas,OT,IC,true
1040,Ameresco Chiquita Canyon_1,Landfill Gas,OT,GT,true
1041,Ameresco Chiquita Canyon_2,Landfill Gas,OT,GT,true
1042,Gap Pacific Distribution Center_1,Solar Photovoltaic,PVe,PVe,false
1043,Gap Pacific Distribution Center_2,Solar Photovoltaic,PVe,PVe,false
1044,Gap Pacific Distribution Center_3,Solar Photovoltaic,PVe,PVe,false
1045,Gap Pacific Distribution Center_4,Solar Photovoltaic,PVe,PVe,false
1046,Orange Grove Peaking Facility_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
1047,Orange Grove Peaking Facility_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
1048,Solar Blythe LLC_1,Solar Photovoltaic,PVe,PVe,false
1049,Solar Photovoltaic Project No02_S1A,Solar Photovoltaic,PVe,PVe,false
1050,Solar Photovoltaic Project No02_S1B,Solar Photovoltaic,PVe,PVe,false
1051,SunEdison Walgreens Moreno Valley_1,Solar Photovoltaic,PVe,PVe,false
1052,Mariani Packing Vacaville Solar_1,Solar Photovoltaic,PVe,PVe,false
1053,Walgreens Woodland Distribution Center_1,Solar Photovoltaic,PVe,PVe,false
1054,SunEdison Ironwood State Prison_1,Solar Photovoltaic,PVe,PVe,false
1055,Kohls San Bernardino Solar Facility_1,Solar Photovoltaic,PVe,PVe,false
1056,SunEdison Anheuser Busch Fairfield_1,Solar Photovoltaic,PVe,PVe,false
1057,Chuckawalla Valley State Prison_1,Solar Photovoltaic,PVe,PVe,false
1058,SunEdison Walmart Apple Valley DC_1,Solar Photovoltaic,PVe,PVe,false
1059,Canyon Power Plant_CPP1,Natural Gas Fired Combustion Turbine,GT,GT,false
1060,Canyon Power Plant_CPP2,Natural Gas Fired Combustion Turbine,GT,GT,false
1061,Canyon Power Plant_CPP3,Natural Gas Fired Combustion Turbine,GT,GT,false
1062,Canyon Power Plant_CPP4,Natural Gas Fired Combustion Turbine,GT,GT,false
1063,Vaca Dixon Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1064,CSU East Bay_1,Other Natural Gas,OT,FC,true
1065,SF State University_1,Other Natural Gas,OT,FC,true
1066,SF State University_2,Other Natural Gas,OT,FC,true
1067,Whittier LFG Power Plant No1_EN01,Landfill Gas,OT,IC,true
1068,Whittier LFG Power Plant No1_EN02,Landfill Gas,OT,IC,true
1069,UCI Facilities Management Central Plant_CTG1,Natural Gas Fired Combined Cycle,CT,CT,false
1070,UCI Facilities Management Central Plant_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
1071,G2 Energy Ostrom Road LLC_359,Landfill Gas,OT,IC,true
1072,G2 Energy Ostrom Road LLC_361,Landfill Gas,OT,IC,true
1073,Mesquite Lake Water & Power Plant 1_1209,Wood/Wood Waste Biomass,ST,ST,false
1074,Calabasas Gas to Energy Facility_GEN1,Landfill Gas,OT,GT,true
1075,Calabasas Gas to Energy Facility_GEN3,Landfill Gas,OT,GT,true
1076,Solar Photovoltaic Project No03_S003A,Solar Photovoltaic,PVe,PVe,false
1077,Solar Photovoltaic Project No03_S003B,Solar Photovoltaic,PVe,PVe,false
1078,Solar Photovoltaic Project No05_S005A,Solar Photovoltaic,PVe,PVe,false
1079,Solar Photovoltaic Project No05_S005B,Solar Photovoltaic,PVe,PVe,false
1080,Solar Photovoltaic Project No05_S005C,Solar Photovoltaic,PVe,PVe,false
1081,Solar Photovoltaic Project No05_S005D,Solar Photovoltaic,PVe,PVe,false
1082,Solar Photovoltaic Project No05_S005E,Solar Photovoltaic,PVe,PVe,false
1083,Solar Photovoltaic Project No06_S006A,Solar Photovoltaic,PVe,PVe,false
1084,Solar Photovoltaic Project No06_S006B,Solar Photovoltaic,PVe,PVe,false
1085,Solar Photovoltaic Project No06_S006C,Solar Photovoltaic,PVe,PVe,false
1086,Solar Photovoltaic Project No06_S006D,Solar Photovoltaic,PVe,PVe,false
1087,Solar Photovoltaic Project No07_S007A,Solar Photovoltaic,PVe,PVe,false
1088,Solar Photovoltaic Project No07_S007B,Solar Photovoltaic,PVe,PVe,false
1089,Solar Photovoltaic Project No07_S007C,Solar Photovoltaic,PVe,PVe,false
1090,Solar Photovoltaic Project No07_S007D,Solar Photovoltaic,PVe,PVe,false
1091,Solar Photovoltaic Project No07_S007E,Solar Photovoltaic,PVe,PVe,false
1092,Solar Photovoltaic Project No08_S008A,Solar Photovoltaic,PVe,PVe,false
1093,Solar Photovoltaic Project No08_S008B,Solar Photovoltaic,PVe,PVe,false
1094,Solar Photovoltaic Project No08_S008C,Solar Photovoltaic,PVe,PVe,false
1095,Solar Photovoltaic Project No08_S008D,Solar Photovoltaic,PVe,PVe,false
1096,Solar Photovoltaic Project No09_S009A,Solar Photovoltaic,PVe,PVe,false
1097,Solar Photovoltaic Project No09_S009B,Solar Photovoltaic,PVe,PVe,false
1098,Solar Photovoltaic Project No10_S010A,Solar Photovoltaic,PVe,PVe,false
1099,Solar Photovoltaic Project No10_S010B,Solar Photovoltaic,PVe,PVe,false
1100,Solar Photovoltaic Project No10_S010C,Solar Photovoltaic,PVe,PVe,false
1101,Solar Photovoltaic Project No11_S011A,Solar Photovoltaic,PVe,PVe,false
1102,Solar Photovoltaic Project No11_S011B,Solar Photovoltaic,PVe,PVe,false
1103,Solar Photovoltaic Project No11_S011C,Solar Photovoltaic,PVe,PVe,false
1104,Solar Photovoltaic Project No11_S011D,Solar Photovoltaic,PVe,PVe,false
1105,Solar Photovoltaic Project No11_S011E,Solar Photovoltaic,PVe,PVe,false
1106,Solar Photovoltaic Project No11_S011F,Solar Photovoltaic,PVe,PVe,false
1107,Solar Photovoltaic Project No11_S011G,Solar Photovoltaic,PVe,PVe,false
1108,Solar Photovoltaic Project No12_S012A,Solar Photovoltaic,PVe,PVe,false
1109,Solar Photovoltaic Project No13_S013A,Solar Photovoltaic,PVe,PVe,false
1110,Solar Photovoltaic Project No13_S013B,Solar Photovoltaic,PVe,PVe,false
1111,Solar Photovoltaic Project No13_S013C,Solar Photovoltaic,PVe,PVe,false
1112,Solar Photovoltaic Project No13_S013D,Solar Photovoltaic,PVe,PVe,false
1113,Solar Photovoltaic Project No13_S013E,Solar Photovoltaic,PVe,PVe,false
1114,Solar Photovoltaic Project No13_S013F,Solar Photovoltaic,PVe,PVe,false
1115,Solar Photovoltaic Project No13_S013G,Solar Photovoltaic,PVe,PVe,false
1116,Solar Photovoltaic Project No15_S015A,Solar Photovoltaic,PVe,PVe,false
1117,Solar Photovoltaic Project No15_S015B,Solar Photovoltaic,PVe,PVe,false
1118,Solar Photovoltaic Project No15_S015C,Solar Photovoltaic,PVe,PVe,false
1119,Solar Photovoltaic Project No15_S015D,Solar Photovoltaic,PVe,PVe,false
1120,Solar Photovoltaic Project No15_S015E,Solar Photovoltaic,PVe,PVe,false
1121,Solar Photovoltaic Project No15_S015F,Solar Photovoltaic,PVe,PVe,false
1122,Solar Photovoltaic Project No15_S015G,Solar Photovoltaic,PVe,PVe,false
1123,Solar Photovoltaic Project No16_S016A,Solar Photovoltaic,PVe,PVe,false
1124,Solar Photovoltaic Project No16_S016B,Solar Photovoltaic,PVe,PVe,false
