row_index,new_name,PlantCode,plant_name,plant_type,group_index,cc_unit_code,cc_configuration
677,South Belridge Cogeneration Facility_GEN3,50752,South Belridge Cogeneration Facility,ThermalPowerPlant,3,,
678,Oak Creek Energy Systems I_GEN1,50754,Oak Creek Energy Systems I,RenewablePowerPlant,1,,
679,Oak Creek Energy Systems I_GEN2,50754,Oak Creek Energy Systems I,RenewablePowerPlant,2,,
680,Oak Creek Energy Systems I_GEN3,50754,Oak Creek Energy Systems I,RenewablePowerPlant,3,,
681,Oak Creek Energy Systems I_GEN4,50754,Oak Creek Energy Systems I,RenewablePowerPlant,4,,
682,East Winds Project_GEN1,50820,East Winds Project,RenewablePowerPlant,1,,
683,Mojave 16_GEN1,50821,Mojave 16,RenewablePowerPlant,1,,
684,Mojave 18_GEN1,50823,Mojave 18,RenewablePowerPlant,1,,
685,Nove Power Plant_GEN1,50831,Nove Power Plant,ThermalPowerPlant,1,,
686,Nove Power Plant_GEN2,50831,Nove Power Plant,ThermalPowerPlant,2,,
687,Nove Power Plant_GEN3,50831,Nove Power Plant,ThermalPowerPlant,3,,
688,PE Berkeley_GEN1,50849,PE Berkeley,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
689,PE Berkeley_GEN2,50849,PE Berkeley,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
690,OLS Energy Chino_GEN1,50850,OLS Energy Chino,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
691,OLS Energy Chino_GEN2,50850,OLS Energy Chino,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
692,CSUCI Site Authority_GEN1,50851,CSUCI Site Authority,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
693,CSUCI Site Authority_GEN2,50851,CSUCI Site Authority,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
694,Salinas River Cogeneration_K100,50865,Salinas River Cogeneration,ThermalPowerPlant,1,,
695,Slate Creek_GEN1,50961,Slate Creek,HydroPowerPlant,1,,
696,Naval Hospital Medical Center_4TG,50963,Naval Hospital Medical Center,ThermalPowerPlant,1,,
697,Amedee Geothermal Venture I_IND,50964,Amedee Geothermal Venture I,ThermalPowerPlant,1,,
698,Amedee Geothermal Venture I_SYN,50964,Amedee Geothermal Venture I,ThermalPowerPlant,2,,
699,Solano County Cogen Plant_3163,50985,Solano County Cogen Plant,ThermalPowerPlant,1,,
700,Solano County Cogen Plant_3164,50985,Solano County Cogen Plant,ThermalPowerPlant,2,,
701,Solano County Cogen Plant_3165,50985,Solano County Cogen Plant,ThermalPowerPlant,3,,
702,Martinez Sulfuric Acid Regeneration Plt_GEN1,52063,Martinez Sulfuric Acid Regeneration Plt,ThermalPowerPlant,1,,
703,Dominguez Plant_GEN1,52064,Dominguez Plant,ThermalPowerPlant,1,,
704,UCLA So Campus Cogen Project_GEN1,52073,UCLA So Campus Cogen Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
705,UCLA So Campus Cogen Project_GEN2,52073,UCLA So Campus Cogen Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
706,UCLA So Campus Cogen Project_GEN3,52073,UCLA So Campus Cogen Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
707,McKittrick Cogen_UNIT1,52076,McKittrick Cogen,ThermalPowerPlant,1,,
708,McKittrick Cogen_UNIT2,52076,McKittrick Cogen,ThermalPowerPlant,2,,
709,North Midway Cogen_GEN7,52078,North Midway Cogen,ThermalPowerPlant,1,,
710,North Midway Cogen_GEN8,52078,North Midway Cogen,ThermalPowerPlant,2,,
711,North Midway Cogen_GEN9,52078,North Midway Cogen,ThermalPowerPlant,3,,
712,Cymric 31X Cogen_TG1,52081,Cymric 31X Cogen,ThermalPowerPlant,1,,
713,Cymric 31X Cogen_TG2,52081,Cymric 31X Cogen,ThermalPowerPlant,2,,
714,Cymric 6Z Cogen_TG1,52082,Cymric 6Z Cogen,ThermalPowerPlant,1,,
715,Cymric 6Z Cogen_TG2,52082,Cymric 6Z Cogen,ThermalPowerPlant,2,,
716,Coalinga 6C Cogen_TG1,52083,Coalinga 6C Cogen,ThermalPowerPlant,1,,
717,Coalinga 6C Cogen_TG2,52083,Coalinga 6C Cogen,ThermalPowerPlant,2,,
718,Taft 26C Cogen_TG1,52085,Taft 26C Cogen,ThermalPowerPlant,1,,
719,Taft 26C Cogen_TG2,52085,Taft 26C Cogen,ThermalPowerPlant,2,,
720,Taft 26C Cogen_TG3,52085,Taft 26C Cogen,ThermalPowerPlant,3,,
721,Taft 26C Cogen_TG4,52085,Taft 26C Cogen,ThermalPowerPlant,4,,
722,Coalinga 25D Cogen_TG1,52086,Coalinga 25D Cogen,ThermalPowerPlant,1,,
723,Coalinga 25D Cogen_TG2,52086,Coalinga 25D Cogen,ThermalPowerPlant,2,,
724,Coalinga 25D Cogen_TG3,52086,Coalinga 25D Cogen,ThermalPowerPlant,3,,
725,Coalinga 25D Cogen_TG4,52086,Coalinga 25D Cogen,ThermalPowerPlant,4,,
726,Berry Placerita Cogen_GEN1,52096,Berry Placerita Cogen,ThermalPowerPlant,1,,
727,Berry Placerita Cogen_GEN2,52096,Berry Placerita Cogen,ThermalPowerPlant,2,,
728,Plant No 2 Orange County_GEN1,52099,Plant No 2 Orange County,ThermalPowerPlant,1,,
729,Plant No 2 Orange County_GEN2,52099,Plant No 2 Orange County,ThermalPowerPlant,2,,
730,Plant No 2 Orange County_GEN3,52099,Plant No 2 Orange County,ThermalPowerPlant,3,,
731,Plant No 2 Orange County_GEN4,52099,Plant No 2 Orange County,ThermalPowerPlant,4,,
732,Plant No 2 Orange County_GEN5,52099,Plant No 2 Orange County,ThermalPowerPlant,5,,
733,Plant No 2 Orange County_GEN6,52099,Plant No 2 Orange County,ThermalPowerPlant,6,,
734,Cymric 36W Cogen_GEN1,52104,Cymric 36W Cogen,ThermalPowerPlant,1,,
735,Cymric 36W Cogen_GEN2,52104,Cymric 36W Cogen,ThermalPowerPlant,2,,
736,Cymric 36W Cogen_GEN3,52104,Cymric 36W Cogen,ThermalPowerPlant,3,,
737,Cymric 36W Cogen_GEN4,52104,Cymric 36W Cogen,ThermalPowerPlant,4,,
738,Kern River Eastridge Cogen_101A,52107,Kern River Eastridge Cogen,ThermalPowerPlant,1,,
739,Kern River Eastridge Cogen_101B,52107,Kern River Eastridge Cogen,ThermalPowerPlant,2,,
740,Richmond Cogen_GEN1,52109,Richmond Cogen,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
741,Richmond Cogen_GEN2,52109,Richmond Cogen,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
742,Richmond Cogen_GEN5,52109,Richmond Cogen,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
743,Mojave 4_GEN1,52142,Mojave 4,RenewablePowerPlant,1,,
744,Mojave 3_GEN1,52143,Mojave 3,RenewablePowerPlant,1,,
745,Mojave 5_GEN1,52144,Mojave 5,RenewablePowerPlant,1,,
746,C P Kelco San Diego Plant_GEN1,52147,C P Kelco San Diego Plant,ThermalPowerPlant,1,,
747,C P Kelco San Diego Plant_GEN2,52147,C P Kelco San Diego Plant,ThermalPowerPlant,2,,
748,C P Kelco San Diego Plant_GEN3,52147,C P Kelco San Diego Plant,ThermalPowerPlant,3,,
749,Victory Garden Phase IV LLC_WGNS,52160,Victory Garden Phase IV LLC,RenewablePowerPlant,1,,
750,Terra-Gen 251 Wind LLC_WGNS,52161,Terra-Gen 251 Wind LLC,RenewablePowerPlant,1,,
751,85 A_WGNS,52162,85 A,RenewablePowerPlant,1,,
752,85 B_WTGN,52163,85 B,RenewablePowerPlant,1,,
753,Helzel & Schwarzhoff 88 Wind Farm_WGNS,52165,Helzel & Schwarzhoff 88 Wind Farm,RenewablePowerPlant,1,,
754,Yuba City Cogen Partners_GEN1,52186,Yuba City Cogen Partners,ThermalPowerPlant,1,,
755,MM West Covina_GEN2,54015,MM West Covina,ThermalPowerPlant,1,,
756,San Gabriel Hydro Project_U1,54017,San Gabriel Hydro Project,HydroPowerPlant,1,,
757,San Gabriel Hydro Project_U2,54017,San Gabriel Hydro Project,HydroPowerPlant,2,,
758,Geo East Mesa II_GEN1,54038,Geo East Mesa II,ThermalPowerPlant,1,,
759,Stockton Biomass_STG,54238,Stockton Biomass,ThermalPowerPlant,1,,
760,Biola University Hybrid_BATT,54296,Biola University Hybrid,RenewablePowerPlant,1,,
761,Biola University Hybrid_EG1,54296,Biola University Hybrid,ThermalPowerPlant,2,,
762,Biola University Hybrid_EG2,54296,Biola University Hybrid,ThermalPowerPlant,3,,
763,Biola University Hybrid_EG3,54296,Biola University Hybrid,ThermalPowerPlant,4,,
764,Coram Energy LLC (ECT)_GEWE,54298,Coram Energy LLC (ECT),RenewablePowerPlant,1,,
765,Coram Energy LLC_GEWE,54299,Coram Energy LLC,RenewablePowerPlant,1,,
766,CTV Power Purchase Contract Trust_GEWE,54300,CTV Power Purchase Contract Trust,RenewablePowerPlant,1,,
767,CTV Power Purchase Contract Trust_SX1S,54300,CTV Power Purchase Contract Trust,RenewablePowerPlant,2,,
768,Three Forks Water Power Project_1,54308,Three Forks Water Power Project,HydroPowerPlant,1,,
769,NRG Energy San Diego_1,54337,NRG Energy San Diego,ThermalPowerPlant,1,,
770,NRG Energy San Diego_2,54337,NRG Energy San Diego,ThermalPowerPlant,2,,
771,Terminus Hydroelectric Project_GEN1,54343,Terminus Hydroelectric Project,HydroPowerPlant,1,,
772,Western Power & Steam Inc_CTG,54410,Western Power & Steam Inc,ThermalPowerPlant,1,,
773,Welport Lease Project_TI,54447,Welport Lease Project,ThermalPowerPlant,1,,
774,Dome Project_T1,54449,Dome Project,ThermalPowerPlant,1,,
775,Dome Project_T2,54449,Dome Project,ThermalPowerPlant,2,,
776,Los Angeles Refinery Wilmington_G1,54451,Los Angeles Refinery Wilmington,ThermalPowerPlant,1,,
777,Los Angeles Refinery Wilmington_G2,54451,Los Angeles Refinery Wilmington,ThermalPowerPlant,2,,
778,EDF Renewable Windfarm V Inc_GEN2,54453,EDF Renewable Windfarm V Inc,RenewablePowerPlant,1,,
779,San Gorgonio Windplant WPP1993_GEN11,54454,San Gorgonio Windplant WPP1993,RenewablePowerPlant,1,,
780,Spicer Meadow Project_GEN1,54554,Spicer Meadow Project,HydroPowerPlant,1,,
781,Spicer Meadow Project_GEN2,54554,Spicer Meadow Project,HydroPowerPlant,2,,
782,Spicer Meadow Project_GEN3,54554,Spicer Meadow Project,HydroPowerPlant,3,,
783,MM Yolo Power_1,54567,MM Yolo Power,ThermalPowerPlant,1,,
784,MM Yolo Power_2,54567,MM Yolo Power,ThermalPowerPlant,2,,
785,MM Yolo Power_3,54567,MM Yolo Power,ThermalPowerPlant,3,,
786,MM Yolo Power_4,54567,MM Yolo Power,ThermalPowerPlant,4,,
787,MM Yolo Power_5,54567,MM Yolo Power,ThermalPowerPlant,5,,
788,TPC Windfarms LLC_EXIS,54647,TPC Windfarms LLC,RenewablePowerPlant,1,,
789,Swanmill Windfarm I_EXI2,54650,Swanmill Windfarm I,RenewablePowerPlant,1,,
790,Swanmill Windfarm I_EXIS,54650,Swanmill Windfarm I,RenewablePowerPlant,2,,
791,Kekawaka Power House_KEK1,54654,Kekawaka Power House,HydroPowerPlant,1,,
792,Difwind Farms Ltd I_EXIS,54681,Difwind Farms Ltd I,RenewablePowerPlant,1,,
793,Difwind Farms Ltd II_EXIS,54682,Difwind Farms Ltd II,RenewablePowerPlant,1,,
794,Difwind Farms Ltd V_EXIS,54685,Difwind Farms Ltd V,RenewablePowerPlant,1,,
795,Difwind Farms Ltd VI_EXIS,54686,Difwind Farms Ltd VI,RenewablePowerPlant,1,,
796,Heber Geothermal_1,54689,Heber Geothermal,ThermalPowerPlant,1,,
797,Heber Geothermal_2,54689,Heber Geothermal,ThermalPowerPlant,2,,
798,Heber Geothermal_3,54689,Heber Geothermal,ThermalPowerPlant,3,,
799,Heber Geothermal_4,54689,Heber Geothermal,ThermalPowerPlant,4,,
800,Goal Line LP_CTG,54749,Goal Line LP,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
801,Goal Line LP_STG,54749,Goal Line LP,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
802,Coram Tehachapi_VW1,54750,Coram Tehachapi,RenewablePowerPlant,1,,
803,Tehachapi Wind Resource II_EXI2,54909,Tehachapi Wind Resource II,RenewablePowerPlant,1,,
804,Tehachapi Wind Resource II_EXIS,54909,Tehachapi Wind Resource II,RenewablePowerPlant,2,,
805,Martinez Refining_GTG1,54912,Martinez Refining,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
806,Martinez Refining_GTG2,54912,Martinez Refining,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
807,Martinez Refining_STG1,54912,Martinez Refining,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
808,Ridgetop_WGN1,54931,Ridgetop,RenewablePowerPlant,1,,
809,Richard J Donovan Correctional Facility_3,54936,Richard J Donovan Correctional Facility,ThermalPowerPlant,1,,
810,Monterey One Water_EG1,54951,Monterey One Water,ThermalPowerPlant,1,,
811,Monterey One Water_EG2,54951,Monterey One Water,ThermalPowerPlant,2,,
812,Monterey One Water_EG3,54951,Monterey One Water,ThermalPowerPlant,3,,
813,Salton Sea Power Gen Co - Unit 4_4100,54996,Salton Sea Power Gen Co - Unit 4,ThermalPowerPlant,1,,
814,Crockett Cogen Project_GE1,55084,Crockett Cogen Project,ThermalPowerPlant,1,,
815,MM San Diego-Miramar_UNT1,55094,MM San Diego-Miramar,ThermalPowerPlant,1,,
816,MM San Diego-Miramar_UNT2,55094,MM San Diego-Miramar,ThermalPowerPlant,2,,
817,MM San Diego-Miramar_UNT3,55094,MM San Diego-Miramar,ThermalPowerPlant,3,,
818,MM San Diego-Miramar_UNT4,55094,MM San Diego-Miramar,ThermalPowerPlant,4,,
819,Sutter Energy Center_CT01,55112,Sutter Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
820,Sutter Energy Center_CT02,55112,Sutter Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
821,Sutter Energy Center_ST01,55112,Sutter Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
822,La Paloma Generating Plant_GEN1,55151,La Paloma Generating Plant,ThermalPowerPlant,1,,
823,La Paloma Generating Plant_GEN2,55151,La Paloma Generating Plant,ThermalPowerPlant,2,,
824,La Paloma Generating Plant_GEN3,55151,La Paloma Generating Plant,ThermalPowerPlant,3,,
825,La Paloma Generating Plant_GEN4,55151,La Paloma Generating Plant,ThermalPowerPlant,4,,
826,MM Lopez Energy_UNT1,55161,MM Lopez Energy,ThermalPowerPlant,1,,
827,Sunrise Power LLC_STG,55182,Sunrise Power LLC,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
828,Sunrise Power LLC_X718,55182,Sunrise Power LLC,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
829,Sunrise Power LLC_X719,55182,Sunrise Power LLC,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
830,Aera San Ardo Cogen Facility_UN-A,55184,Aera San Ardo Cogen Facility,ThermalPowerPlant,1,,
831,Aera San Ardo Cogen Facility_UN-B,55184,Aera San Ardo Cogen Facility,ThermalPowerPlant,2,,
832,Los Medanos Energy Center_CTG1,55217,Los Medanos Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
833,Los Medanos Energy Center_CTG2,55217,Los Medanos Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
834,Los Medanos Energy Center_STG3,55217,Los Medanos Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
835,Blythe Energy Inc_CT1,55295,Blythe Energy Inc,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
836,Blythe Energy Inc_CT2,55295,Blythe Energy Inc,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
837,Blythe Energy Inc_ST1,55295,Blythe Energy Inc,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
838,Otay Mesa Generating Project_1-Jan,55345,Otay Mesa Generating Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
839,Otay Mesa Generating Project_2-Jan,55345,Otay Mesa Generating Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
840,Otay Mesa Generating Project_3-Jan,55345,Otay Mesa Generating Project,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
841,Metcalf Energy Center_CTG1,55393,Metcalf Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
842,Metcalf Energy Center_CTG2,55393,Metcalf Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
843,Metcalf Energy Center_STG1,55393,Metcalf Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
844,Green Power I_WGNS,55396,Green Power I,RenewablePowerPlant,1,,
845,Elk Hills Power LLC_CTG1,55400,Elk Hills Power LLC,CombinedCycleBlock,1,G541,DoubleCombustionOneSteam
846,Elk Hills Power LLC_CTG2,55400,Elk Hills Power LLC,CombinedCycleBlock,1,G541,DoubleCombustionOneSteam
847,Elk Hills Power LLC_STG,55400,Elk Hills Power LLC,CombinedCycleBlock,1,G541,DoubleCombustionOneSteam
848,CalPeak Power Vaca Dixon Peaker Plant_CPP1,55499,CalPeak Power Vaca Dixon Peaker Plant,ThermalPowerPlant,1,,
849,CalPeak Power Panoche Peaker Plant_CPP2,55508,CalPeak Power Panoche Peaker Plant,ThermalPowerPlant,1,,
850,CalPeak Power Border Peaker Plant_CPP4,55510,CalPeak Power Border Peaker Plant,ThermalPowerPlant,1,,
851,CalPeak Power Enterprise Peaker Plant_CPP7,55513,CalPeak Power Enterprise Peaker Plant,ThermalPowerPlant,1,,
852,High Desert Power Plant_CTG1,55518,High Desert Power Plant,CombinedCycleBlock,1,STG1,TripleCombustionOneSteam
853,High Desert Power Plant_CTG2,55518,High Desert Power Plant,CombinedCycleBlock,1,STG1,TripleCombustionOneSteam
854,High Desert Power Plant_CTG3,55518,High Desert Power Plant,CombinedCycleBlock,1,STG1,TripleCombustionOneSteam
855,High Desert Power Plant_STG1,55518,High Desert Power Plant,CombinedCycleBlock,1,STG1,TripleCombustionOneSteam
856,Escondido Energy Center_CTG1,55538,Escondido Energy Center,ThermalPowerPlant,1,,
857,Chula Vista Energy Center_GEN1,55540,Chula Vista Energy Center,ThermalPowerPlant,1,,
858,Indigo Energy Facility_CTG1,55541,Indigo Energy Facility,ThermalPowerPlant,1,,
859,Indigo Energy Facility_CTG2,55541,Indigo Energy Facility,ThermalPowerPlant,2,,
860,Indigo Energy Facility_CTG3,55541,Indigo Energy Facility,ThermalPowerPlant,3,,
861,Larkspur Energy Facility_CTG1,55542,Larkspur Energy Facility,ThermalPowerPlant,1,,
862,Larkspur Energy Facility_CTG2,55542,Larkspur Energy Facility,ThermalPowerPlant,2,,
863,Wilmington Hydrogen Plant_T101,55557,Wilmington Hydrogen Plant,ThermalPowerPlant,1,,
864,North City - Landfill Gas Engines South_UNT1,55602,North City - Landfill Gas Engines South,ThermalPowerPlant,1,,
865,North City - Landfill Gas Engines South_UNT2,55602,North City - Landfill Gas Engines South,ThermalPowerPlant,2,,
866,North City - Landfill Gas Engines South_UNT3,55602,North City - Landfill Gas Engines South,ThermalPowerPlant,3,,
867,North City - Landfill Gas Engines South_UNT4,55602,North City - Landfill Gas Engines South,ThermalPowerPlant,4,,
868,Tajiguas Plant_UNT1,55603,Tajiguas Plant,ThermalPowerPlant,1,,
869,Creed Energy Center_CT1,55625,Creed Energy Center,ThermalPowerPlant,1,,
870,Lambie Energy Center_CT1,55626,Lambie Energy Center,ThermalPowerPlant,1,,
871,Goose Haven Energy Center_CT1,55627,Goose Haven Energy Center,ThermalPowerPlant,1,,
872,Pastoria Energy Facility LLC_CT01,55656,"Pastoria Energy Facility, LLC",CombinedCycleBlock,1,PB01,DoubleCombustionOneSteam
873,Pastoria Energy Facility LLC_CT02,55656,"Pastoria Energy Facility, LLC",CombinedCycleBlock,1,PB01,DoubleCombustionOneSteam
874,Pastoria Energy Facility LLC_CT04,55656,"Pastoria Energy Facility, LLC",CombinedCycleBlock,2,PB02,SeparateShaftCombustionSteam
875,Pastoria Energy Facility LLC_ST03,55656,"Pastoria Energy Facility, LLC",CombinedCycleBlock,1,PB01,DoubleCombustionOneSteam
876,Pastoria Energy Facility LLC_ST05,55656,"Pastoria Energy Facility, LLC",CombinedCycleBlock,2,PB02,SeparateShaftCombustionSteam
877,Hanford Energy Park Peaker_HEP1,55698,Hanford Energy Park Peaker,ThermalPowerPlant,1,,
878,Hanford Energy Park Peaker_HEP2,55698,Hanford Energy Park Peaker,ThermalPowerPlant,2,,
879,Mountain View I&2_GEN2,55719,Mountain View I&2,RenewablePowerPlant,1,,
880,Mountain View I&2_GENI,55719,Mountain View I&2,RenewablePowerPlant,2,,
881,Los Esteros Critical Energy Center_CAG5,55748,Los Esteros Critical Energy Center,CombinedCycleBlock,1,CC1,Other
882,Los Esteros Critical Energy Center_CTG1,55748,Los Esteros Critical Energy Center,CombinedCycleBlock,1,CC1,Other
883,Los Esteros Critical Energy Center_CTG2,55748,Los Esteros Critical Energy Center,CombinedCycleBlock,1,CC1,Other
884,Los Esteros Critical Energy Center_CTG3,55748,Los Esteros Critical Energy Center,CombinedCycleBlock,1,CC1,Other
885,Los Esteros Critical Energy Center_CTG4,55748,Los Esteros Critical Energy Center,CombinedCycleBlock,1,CC1,Other
886,Henrietta Peaker_HPP1,55807,Henrietta Peaker,ThermalPowerPlant,1,,
887,Henrietta Peaker_HPP2,55807,Henrietta Peaker,ThermalPowerPlant,2,,
888,Gilroy Peaking Energy Center_S3,55810,Gilroy Peaking Energy Center,ThermalPowerPlant,1,,
889,Gilroy Peaking Energy Center_S4,55810,Gilroy Peaking Energy Center,ThermalPowerPlant,2,,
890,Gilroy Peaking Energy Center_S5,55810,Gilroy Peaking Energy Center,ThermalPowerPlant,3,,
891,Valero Refinery Cogeneration Unit 1_GT 1,55851,Valero Refinery Cogeneration Unit 1,ThermalPowerPlant,1,,
892,Wolfskill Energy Center_CTG1,55855,Wolfskill Energy Center,ThermalPowerPlant,1,,
893,Panoche Peaker_8,55874,Panoche Peaker,ThermalPowerPlant,1,,
894,Tracy Combined Cycle Power Plant_TCC1,55933,Tracy Combined Cycle Power Plant,CombinedCycleBlock,1,CC12,DoubleCombustionOneSteam
895,Tracy Combined Cycle Power Plant_TPP1,55933,Tracy Combined Cycle Power Plant,CombinedCycleBlock,1,CC12,DoubleCombustionOneSteam
896,Tracy Combined Cycle Power Plant_TPP2,55933,Tracy Combined Cycle Power Plant,CombinedCycleBlock,1,CC12,DoubleCombustionOneSteam
897,Century Generating Facility_C1,55934,Century Generating Facility,ThermalPowerPlant,1,,
898,Century Generating Facility_C2,55934,Century Generating Facility,ThermalPowerPlant,2,,
899,Century Generating Facility_C3,55934,Century Generating Facility,ThermalPowerPlant,3,,
900,Century Generating Facility_C4,55934,Century Generating Facility,ThermalPowerPlant,4,,
901,Drews Generating Facility_D1,55935,Drews Generating Facility,ThermalPowerPlant,1,,
902,Drews Generating Facility_D2,55935,Drews Generating Facility,ThermalPowerPlant,2,,
903,Drews Generating Facility_D3,55935,Drews Generating Facility,ThermalPowerPlant,3,,
904,Drews Generating Facility_D4,55935,Drews Generating Facility,ThermalPowerPlant,4,,
905,Agua Mansa Power Plant_AMP1,55951,Agua Mansa Power Plant,ThermalPowerPlant,1,,
906,Riverview Energy Center_CTG1,55963,Riverview Energy Center,ThermalPowerPlant,1,,
907,Salton Sea Power LLC - Unit 5_TG51,55983,Salton Sea Power LLC - Unit 5,ThermalPowerPlant,1,,
908,CE Turbo LLC_TG21,55984,CE Turbo LLC,ThermalPowerPlant,1,,
909,Palomar Energy_CTG1,55985,Palomar Energy,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
910,Palomar Energy_CTG2,55985,Palomar Energy,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
911,Palomar Energy_STG,55985,Palomar Energy,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
912,Cabazon Wind Partners_V-47,56011,Cabazon Wind Partners,RenewablePowerPlant,1,,
913,Whitewater Hill Wind Partners_1,56012,Whitewater Hill Wind Partners,RenewablePowerPlant,1,,
914,Donald Von Raesfeld Power Plant_CTG1,56026,Donald Von Raesfeld Power Plant,CombinedCycleBlock,1,DVR1,DoubleCombustionOneSteam
915,Donald Von Raesfeld Power Plant_CTG2,56026,Donald Von Raesfeld Power Plant,CombinedCycleBlock,1,DVR1,DoubleCombustionOneSteam
916,Donald Von Raesfeld Power Plant_STG,56026,Donald Von Raesfeld Power Plant,CombinedCycleBlock,1,DVR1,DoubleCombustionOneSteam
917,H. Gonzales_G1,56039,H. Gonzales,ThermalPowerPlant,1,,
918,H. Gonzales_G2,56039,H. Gonzales,ThermalPowerPlant,2,,
919,Malburg_M1,56041,Malburg,CombinedCycleBlock,1,MGS,DoubleCombustionOneSteam
920,Malburg_M2,56041,Malburg,CombinedCycleBlock,1,MGS,DoubleCombustionOneSteam
921,Malburg_M3,56041,Malburg,CombinedCycleBlock,1,MGS,DoubleCombustionOneSteam
922,Magnolia Power Project_1,56046,Magnolia Power Project,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
923,Magnolia Power Project_2,56046,Magnolia Power Project,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
924,THUMS_GEN1,56051,THUMS,ThermalPowerPlant,1,,
925,High Winds LLC_1,56075,High Winds LLC,RenewablePowerPlant,1,,
926,High Winds LLC_2,56075,High Winds LLC,RenewablePowerPlant,2,,
927,Walnut Energy Center_1,56078,Walnut Energy Center,CombinedCycleBlock,1,WEC,DoubleCombustionOneSteam
928,Walnut Energy Center_2,56078,Walnut Energy Center,CombinedCycleBlock,1,WEC,DoubleCombustionOneSteam
929,Walnut Energy Center_3,56078,Walnut Energy Center,CombinedCycleBlock,1,WEC,DoubleCombustionOneSteam
930,SJ/SC WPCP_EG1,56080,SJ/SC WPCP,ThermalPowerPlant,1,,
931,SJ/SC WPCP_EG2,56080,SJ/SC WPCP,ThermalPowerPlant,2,,
932,SJ/SC WPCP_EG3,56080,SJ/SC WPCP,ThermalPowerPlant,3,,
933,Blacksand Generating Facility_D182,56090,Blacksand Generating Facility,ThermalPowerPlant,1,,
934,Blacksand Generating Facility_D189,56090,Blacksand Generating Facility,ThermalPowerPlant,2,,
935,Blacksand Generating Facility_D190,56090,Blacksand Generating Facility,ThermalPowerPlant,3,,
936,Mountain View III_V47,56112,Mountain View III,RenewablePowerPlant,1,,
937,Springville Hydroelectric_4152,56125,Springville Hydroelectric,HydroPowerPlant,1,,
938,Regional Wastewater Control Facility_101,56134,Regional Wastewater Control Facility,ThermalPowerPlant,1,,
939,Regional Wastewater Control Facility_301,56134,Regional Wastewater Control Facility,ThermalPowerPlant,2,,
940,Regional Wastewater Control Facility_401,56134,Regional Wastewater Control Facility,ThermalPowerPlant,3,,
941,Riverside Energy Resource Center_1,56143,Riverside Energy Resource Center,ThermalPowerPlant,1,,
942,Riverside Energy Resource Center_2,56143,Riverside Energy Resource Center,ThermalPowerPlant,2,,
943,Riverside Energy Resource Center_3,56143,Riverside Energy Resource Center,ThermalPowerPlant,3,,
944,Riverside Energy Resource Center_4,56143,Riverside Energy Resource Center,ThermalPowerPlant,4,,
945,Springs Generating Station_1,56144,Springs Generating Station,ThermalPowerPlant,1,,
946,Springs Generating Station_2,56144,Springs Generating Station,ThermalPowerPlant,2,,
947,Springs Generating Station_3,56144,Springs Generating Station,ThermalPowerPlant,3,,
